River Flow Rate (m³/s),Temperature Drop (ΔT) (°C),Heat Extraction Potential (kWh),COP (Coefficient of Performance),Heat Pump Output (kWh)
34.33,3,1549793519.9999998,4,6199174079.999999
22.86,3,1031991839.9999999,4,4127967359.9999995
35.06,3,1582748640.0,4,6330994560.0
25.84,3,1166520960.0,4,4666083840.0
13.58,3,613055520.0,4,2452222080.0
14.81,3,668582640.0,4,2674330560.0
28.9,3,1304661600.0,4,5218646400.0
17.39,3,785054160.0,4,3140216640.0
30.07,3,1357480080.0,4,5429920320.0
48.83,3,2204381520.0,4,8817526080.0
37.09,3,1674390960.0000002,4,6697563840.000001
40.67,3,1836006480.0000002,4,7344025920.000001
15.53,3,701086319.9999999,4,2804345279.9999995
39.21,3,1770096240.0,4,7080384960.0
46.52,3,2100098880.0000002,4,8400395520.000001
35.39,3,1597646160.0000002,4,6390584640.000001
26.99,3,1218436560.0,4,4873746240.0
20.11,3,907845840.0,4,3631383360.0
22.88,3,1032894720.0,4,4131578880.0
36.41,3,1643693039.9999998,4,6574772159.999999
42.6,3,1923134400.0,4,7692537600.0
13.33,3,601769520.0,4,2407078080.0
14.65,3,661359600.0,4,2645438400.0
40.96,3,1849098240.0,4,7396392960.0
28.37,3,1280735280.0,4,5122941120.0
13.67,3,617118480.0,4,2468473920.0
22.47,3,1014385680.0,4,4057542720.0
24.33,3,1098353519.9999998,4,4393414079.999999
19.35,3,873536400.0000001,4,3494145600.0000005
11.64,3,525476160.0,4,2101904640.0
20.57,3,928612080.0000001,4,3714448320.0000005
23.77,3,1073072880.0,4,4292291520.0
35.61,3,1607577839.9999998,4,6430311359.999999
25.48,3,1150269120.0,4,4601076480.0
32.06,3,1447316640.0,4,5789266560.0
41.61,3,1878441839.9999998,4,7513767359.999999
32.11,3,1449573839.9999998,4,5798295359.999999
44.76,3,2020645440.0,4,8082581760.0
39.68,3,1791313920.0,4,7165255680.0
47.47,3,2142985679.9999998,4,8571942719.999999
45.46,3,2052246240.0,4,8208984960.0
34.66,3,1564691039.9999998,4,6258764159.999999
49.9,3,2252685600.0,4,9010742400.0
41.9,3,1891533600.0,4,7566134400.0
36.61,3,1652721839.9999998,4,6610887359.999999
39.93,3,1802599920.0,4,7210399680.0
31.75,3,1433322000.0,4,5733288000.0
32.6,3,1471694400.0,4,5886777600.0
40.43,3,1825171920.0,4,7300687680.0
47.19,3,2130345360.0,4,8521381440.0
26.3,3,1187287200.0,4,4749148800.0
31.88,3,1439190720.0,4,5756762880.0
49.03,3,2213410320.0000005,4,8853641280.000002
10.57,3,477172080.00000006,4,1908688320.0000002
22.49,3,1015288559.9999999,4,4061154239.9999995
25.02,3,1129502880.0,4,4518011520.0
13.58,3,613055520.0,4,2452222080.0
14.4,3,650073600.0,4,2600294400.0
37.24,3,1681162560.0000002,4,6724650240.000001
13.81,3,623438640.0,4,2493754560.0
27.37,3,1235591280.0,4,4942365120.0
13.19,3,595449360.0,4,2381797440.0
47.07,3,2124928080.0000002,4,8499712320.000001
42.17,3,1903722480.0000002,4,7614889920.000001
24.61,3,1110993839.9999998,4,4443975359.999999
47.0,3,2121768000.0,4,8487072000.0
32.55,3,1469437199.9999998,4,5877748799.999999
32.55,3,1469437199.9999998,4,5877748799.999999
41.56,3,1876184640.0,4,7504738560.0
15.65,3,706503600.0,4,2826014400.0
33.53,3,1513678320.0,4,6054713280.0
21.52,3,971498880.0,4,3885995520.0
34.39,3,1552502160.0000002,4,6210008640.000001
32.67,3,1474854480.0000002,4,5899417920.000001
29.36,3,1325427839.9999998,4,5301711359.999999
23.48,3,1059981120.0,4,4239924480.0
37.17,3,1678002480.0000002,4,6712009920.000001
33.87,3,1529027280.0,4,6116109120.0
23.2,3,1047340800.0,4,4189363200.0
42.66,3,1925843039.9999998,4,7703372159.999999
48.45,3,2187226800.0,4,8748907200.0
35.34,3,1595388960.0000002,4,6381555840.000001
42.53,3,1919974320.0000002,4,7679897280.000001
44.08,3,1989947519.9999998,4,7959790079.999999
45.65,3,2060823600.0,4,8243294400.0
40.03,3,1807114320.0,4,7228457280.0
13.77,3,621632880.0,4,2486531520.0
22.04,3,994973759.9999999,4,3979895039.9999995
34.38,3,1552050720.0,4,6208202880.0
27.07,3,1222048080.0,4,4888192320.0
44.52,3,2009810880.0000002,4,8039243520.000001
40.19,3,1814337360.0,4,7257349440.0
38.02,3,1716374880.0000002,4,6865499520.000001
11.01,3,497035440.0,4,1988141760.0
19.04,3,859541759.9999999,4,3438167039.9999995
24.98,3,1127697120.0,4,4510788480.0
42.28,3,1908688320.0000002,4,7634753280.000001
20.15,3,909651599.9999999,4,3638606399.9999995
45.49,3,2053600560.0,4,8214402240.0
28.88,3,1303758720.0,4,5215034880.0
19.62,3,885725280.0000001,4,3542901120.0000005
36.16,3,1632407039.9999998,4,6529628159.999999
31.03,3,1400818320.0,4,5603273280.0
11.69,3,527733360.0,4,2110933440.0
44.69,3,2017485360.0,4,8069941440.0
47.81,3,2158334640.0,4,8633338560.0
34.84,3,1572816960.0000002,4,6291267840.000001
24.13,3,1089324720.0,4,4357298880.0
17.08,3,771059519.9999999,4,3084238079.9999995
27.27,3,1231076880.0,4,4924307520.0
16.51,3,745327440.0000001,4,2981309760.0000005
32.94,3,1487043360.0,4,5948173440.0
10.12,3,456857279.99999994,4,1827429119.9999998
38.15,3,1722243600.0,4,6888974400.0
10.46,3,472206240.00000006,4,1888824960.0000002
27.78,3,1254100320.0,4,5016401280.0
19.33,3,872633519.9999999,4,3490534079.9999995
13.1,3,591386400.0,4,2365545600.0
29.99,3,1353868560.0,4,5415474240.0
49.2,3,2221084800.0,4,8884339200.0
43.77,3,1975952880.0000002,4,7903811520.000001
35.55,3,1604869199.9999998,4,6419476799.999999
33.06,3,1492460640.0,4,5969842560.0
39.95,3,1803502800.0000002,4,7214011200.000001
21.89,3,988202160.0000001,4,3952808640.0000005
17.92,3,808980480.0000001,4,3235921920.0000005
44.37,3,2003039279.9999998,4,8012157119.999999
12.97,3,585517680.0000001,4,2342070720.0000005
26.8,3,1209859200.0,4,4839436800.0
44.92,3,2027868480.0000002,4,8111473920.000001
40.83,3,1843229519.9999998,4,7372918079.999999
28.87,3,1303307280.0,4,5213229120.0
24.75,3,1117314000.0,4,4469256000.0
39.7,3,1792216800.0000002,4,7168867200.000001
20.93,3,944863920.0,4,3779455680.0
41.59,3,1877538960.0000002,4,7510155840.000001
47.22,3,2131699679.9999998,4,8526798719.999999
44.14,3,1992656160.0,4,7970624640.0
48.67,3,2197158480.0,4,8788633920.0
26.12,3,1179161280.0,4,4716645120.0
41.08,3,1854515519.9999998,4,7418062079.999999
18.66,3,842387040.0,4,3369548160.0
37.87,3,1709603280.0,4,6838413120.0
24.59,3,1110090960.0,4,4440363840.0
12.2,3,550756800.0,4,2203027200.0
28.57,3,1289764080.0,4,5159056320.0
12.25,3,553014000.0,4,2212056000.0
22.41,3,1011677040.0000001,4,4046708160.0000005
28.37,3,1280735280.0,4,5122941120.0
16.99,3,766996559.9999999,4,3067986239.9999995
46.86,3,2115447840.0,4,8461791360.0
26.65,3,1203087600.0,4,4812350400.0
41.71,3,1882956240.0,4,7531824960.0
17.27,3,779636880.0,4,3118547520.0
22.6,3,1020254400.0,4,4081017600.0
28.46,3,1284798240.0,4,5139192960.0
24.4,3,1101513600.0,4,4406054400.0
49.02,3,2212958880.0,4,8851835520.0
12.23,3,552111120.0,4,2208444480.0
33.93,3,1531735920.0,4,6126943680.0
29.48,3,1330845120.0,4,5323380480.0
26.33,3,1188641519.9999998,4,4754566079.999999
45.94,3,2073915360.0,4,8295661440.0
25.17,3,1136274480.0000002,4,4545097920.000001
32.75,3,1478466000.0,4,5913864000.0
15.25,3,688446000.0,4,2753784000.0
39.12,3,1766033280.0,4,7064133120.0
44.61,3,2013873840.0,4,8055495360.0
18.08,3,816203519.9999999,4,3264814079.9999995
11.94,3,539019360.0,4,2156077440.0
38.14,3,1721792160.0000002,4,6887168640.000001
24.35,3,1099256400.0,4,4397025600.0
23.21,3,1047792240.0000001,4,4191168960.0000005
36.8,3,1661299199.9999998,4,6645196799.999999
16.44,3,742167360.0,4,2968669440.0
38.78,3,1750684320.0,4,7002737280.0
26.06,3,1176452639.9999998,4,4705810559.999999
26.59,3,1200378960.0,4,4801515840.0
18.84,3,850512960.0,4,3402051840.0
23.2,3,1047340800.0,4,4189363200.0
43.12,3,1946609279.9999998,4,7786437119.999999
48.03,3,2168266320.0000005,4,8673065280.000002
11.74,3,529990560.0,4,2119962240.0
29.08,3,1312787519.9999998,4,5251150079.999999
49.27,3,2224244880.0,4,8896979520.0
18.12,3,818009280.0000001,4,3272037120.0000005
31.02,3,1400366880.0,4,5601467520.0
16.32,3,736750080.0000001,4,2947000320.0000005
23.83,3,1075781519.9999998,4,4303126079.999999
19.17,3,865410480.0000001,4,3461641920.0000005
28.18,3,1272157920.0,4,5088631680.0
43.74,3,1974598560.0,4,7898394240.0
46.17,3,2084298480.0000002,4,8337193920.000001
35.25,3,1591326000.0,4,6365304000.0
31.46,3,1420230240.0,4,5680920960.0
32.97,3,1488397680.0,4,5953590720.0
10.47,3,472657680.00000006,4,1890630720.0000002
37.19,3,1678905360.0,4,6715621440.0
35.49,3,1602160560.0000002,4,6408642240.000001
45.96,3,2074818240.0,4,8299272960.0
41.85,3,1889276400.0,4,7557105600.0
43.22,3,1951123679.9999998,4,7804494719.999999
34.57,3,1560628080.0,4,6242512320.0
49.47,3,2233273679.9999995,4,8933094719.999998
10.01,3,451891440.0,4,1807565760.0
41.13,3,1856772720.0,4,7427090880.0
23.61,3,1065849839.9999999,4,4263399359.9999995
47.88,3,2161494720.0000005,4,8645978880.000002
19.65,3,887079599.9999999,4,3548318399.9999995
38.35,3,1731272400.0,4,6925089600.0
13.01,3,587323440.0,4,2349293760.0
34.89,3,1575074160.0000002,4,6300296640.000001
42.52,3,1919522880.0000002,4,7678091520.000001
15.34,3,692508960.0,4,2770035840.0
42.25,3,1907334000.0,4,7629336000.0
25.2,3,1137628800.0,4,4550515200.0
30.42,3,1373280480.0000002,4,5493121920.000001
23.57,3,1064044080.0,4,4256176320.0
18.8,3,848707200.0,4,3394828800.0
31.51,3,1422487440.0,4,5689949760.0
24.75,3,1117314000.0,4,4469256000.0
42.57,3,1921780080.0000002,4,7687120320.000001
21.15,3,954795600.0,4,3819182400.0
48.82,3,2203930080.0,4,8815720320.0
17.44,3,787311360.0,4,3149245440.0
48.86,3,2205735840.0,4,8822943360.0
39.68,3,1791313920.0,4,7165255680.0
41.02,3,1851806880.0000002,4,7407227520.000001
10.06,3,454148640.00000006,4,1816594560.0000002
46.39,3,2094230160.0,4,8376920640.0
17.45,3,787762800.0,4,3151051200.0
48.66,3,2196707039.9999995,4,8786828159.999998
20.13,3,908748719.9999999,4,3634994879.9999995
23.42,3,1057272480.0000001,4,4229089920.0000005
12.25,3,553014000.0,4,2212056000.0
27.4,3,1236945600.0,4,4947782400.0
27.62,3,1246877280.0,4,4987509120.0
12.17,3,549402480.0,4,2197609920.0
17.43,3,786859919.9999999,4,3147439679.9999995
48.21,3,2176392240.0,4,8705568960.0
22.12,3,998585280.0,4,3994341120.0
48.94,3,2209347360.0,4,8837389440.0
40.42,3,1824720480.0000002,4,7298881920.000001
14.55,3,656845200.0,4,2627380800.0
33.34,3,1505100960.0000002,4,6020403840.000001
42.34,3,1911396960.0000002,4,7645587840.000001
11.12,3,502001279.99999994,4,2008005119.9999998
23.39,3,1055918160.0000001,4,4223672640.0000005
10.72,3,483943680.00000006,4,1935774720.0000002
26.99,3,1218436560.0,4,4873746240.0
25.5,3,1151172000.0,4,4604688000.0
29.7,3,1340776800.0,4,5363107200.0
36.63,3,1653624720.0,4,6614498880.0
33.19,3,1498329360.0,4,5993317440.0
47.54,3,2146145760.0,4,8584583040.0
30.14,3,1360640160.0000002,4,5442560640.000001
37.36,3,1686579839.9999998,4,6746319359.999999
28.0,3,1264032000.0,4,5056128000.0
26.59,3,1200378960.0,4,4801515840.0
38.74,3,1748878560.0000002,4,6995514240.000001
36.87,3,1664459280.0,4,6657837120.0
49.22,3,2221987679.9999995,4,8887950719.999998
15.63,3,705600720.0,4,2822402880.0
45.78,3,2066692320.0000002,4,8266769280.000001
18.52,3,836066880.0,4,3344267520.0
36.36,3,1641435839.9999998,4,6565743359.999999
40.6,3,1832846400.0,4,7331385600.0
10.88,3,491166720.00000006,4,1964666880.0000002
43.59,3,1967826960.0000002,4,7871307840.000001
24.8,3,1119571200.0,4,4478284800.0
35.01,3,1580491439.9999998,4,6321965759.999999
22.58,3,1019351519.9999999,4,4077406079.9999995
41.93,3,1892887919.9999998,4,7571551679.999999
34.4,3,1552953600.0,4,6211814400.0
11.82,3,533602080.00000006,4,2134408320.0000002
18.26,3,824329440.0000001,4,3297317760.0000005
17.08,3,771059519.9999999,4,3084238079.9999995
31.8,3,1435579200.0,4,5742316800.0
18.96,3,855930240.0000001,4,3423720960.0000005
45.1,3,2035994400.0,4,8143977600.0
18.68,3,843289919.9999999,4,3373159679.9999995
27.56,3,1244168639.9999998,4,4976674559.999999
45.13,3,2037348720.0000002,4,8149394880.000001
25.39,3,1146206160.0000002,4,4584824640.000001
24.06,3,1086164639.9999998,4,4344658559.999999
28.02,3,1264934880.0,4,5059739520.0
42.25,3,1907334000.0,4,7629336000.0
37.94,3,1712763360.0,4,6851053440.0
48.52,3,2190386880.0,4,8761547520.0
25.96,3,1171938240.0,4,4687752960.0
45.47,3,2052697679.9999998,4,8210790719.999999
14.13,3,637884720.0,4,2551538880.0
19.3,3,871279200.0,4,3485116800.0
12.67,3,571974480.0,4,2287897920.0
27.71,3,1250940240.0,4,5003760960.0
38.59,3,1742106960.0000002,4,6968427840.000001
44.21,3,1995816240.0,4,7983264960.0
20.3,3,916423200.0,4,3665692800.0
22.22,3,1003099680.0,4,4012398720.0
45.5,3,2054052000.0,4,8216208000.0
13.03,3,588226319.9999999,4,2352905279.9999995
45.51,3,2054503440.0,4,8218013760.0
28.49,3,1286152560.0,4,5144610240.0
47.96,3,2165106240.0,4,8660424960.0
37.15,3,1677099600.0,4,6708398400.0
33.65,3,1519095600.0,4,6076382400.0
17.22,3,777379680.0,4,3109518720.0
42.77,3,1930808880.0000002,4,7723235520.000001
14.74,3,665422560.0,4,2661690240.0
43.12,3,1946609279.9999998,4,7786437119.999999
18.44,3,832455360.0,4,3329821440.0
46.19,3,2085201360.0,4,8340805440.0
25.13,3,1134468720.0,4,4537874880.0
46.74,3,2110030560.0,4,8440122240.0
16.0,3,722304000.0,4,2889216000.0
35.74,3,1613446560.0000002,4,6453786240.000001
27.4,3,1236945600.0,4,4947782400.0
45.24,3,2042314560.0,4,8169258240.0
27.76,3,1253197440.0,4,5012789760.0
26.76,3,1208053440.0,4,4832213760.0
39.95,3,1803502800.0000002,4,7214011200.000001
32.28,3,1457248320.0,4,5828993280.0
24.21,3,1092936240.0,4,4371744960.0
15.9,3,717789600.0,4,2871158400.0
22.65,3,1022511600.0,4,4090046400.0
43.25,3,1952478000.0,4,7809912000.0
24.93,3,1125439920.0,4,4501759680.0
21.12,3,953441280.0,4,3813765120.0
49.49,3,2234176560.0,4,8936706240.0
22.75,3,1027026000.0,4,4108104000.0
35.0,3,1580040000.0,4,6320160000.0
18.58,3,838775519.9999999,4,3355102079.9999995
33.84,3,1527672960.0000002,4,6110691840.000001
19.87,3,897011280.0000001,4,3588045120.0000005
25.09,3,1132662960.0,4,4530651840.0
46.46,3,2097390240.0,4,8389560960.0
40.86,3,1844583839.9999998,4,7378335359.999999
29.23,3,1319559120.0,4,5278236480.0
43.78,3,1976404320.0000002,4,7905617280.000001
14.29,3,645107759.9999999,4,2580431039.9999995
49.11,3,2217021840.0,4,8868087360.0
17.56,3,792728640.0,4,3170914560.0
48.65,3,2196255600.0,4,8785022400.0
48.36,3,2183163840.0,4,8732655360.0
34.68,3,1565593920.0,4,6262375680.0
43.12,3,1946609279.9999998,4,7786437119.999999
14.77,3,666776880.0,4,2667107520.0
11.82,3,533602080.00000006,4,2134408320.0000002
21.82,3,985042080.0,4,3940168320.0
47.14,3,2128088160.0,4,8512352640.0
21.21,3,957504240.0000001,4,3830016960.0000005
39.98,3,1804857119.9999998,4,7219428479.999999
48.67,3,2197158480.0,4,8788633920.0
35.62,3,1608029280.0,4,6432117120.0
34.13,3,1540764720.0,4,6163058880.0
23.83,3,1075781519.9999998,4,4303126079.999999
34.2,3,1543924800.0000002,4,6175699200.000001
21.16,3,955247040.0000001,4,3820988160.0000005
44.73,3,2019291119.9999998,4,8077164479.999999
37.13,3,1676196720.0,4,6704786880.0
42.3,3,1909591200.0,4,7638364800.0
49.23,3,2222439120.0,4,8889756480.0
42.88,3,1935774720.0000002,4,7743098880.000001
38.76,3,1749781439.9999998,4,6999125759.999999
29.16,3,1316399040.0,4,5265596160.0
11.19,3,505161360.0,4,2020645440.0
40.34,3,1821108960.0000002,4,7284435840.000001
12.67,3,571974480.0,4,2287897920.0
38.38,3,1732626720.0,4,6930506880.0
31.58,3,1425647519.9999998,4,5702590079.999999
25.26,3,1140337440.0,4,4561349760.0
16.56,3,747584640.0,4,2990338560.0
44.49,3,2008456560.0,4,8033826240.0
12.49,3,563848560.0,4,2255394240.0
48.05,3,2169169200.0,4,8676676800.0
38.13,3,1721340720.0,4,6885362880.0
45.67,3,2061726480.0000002,4,8246905920.000001
21.72,3,980527680.0,4,3922110720.0
14.27,3,644204880.0,4,2576819520.0
14.86,3,670839840.0,4,2683359360.0
35.98,3,1624281119.9999998,4,6497124479.999999
35.83,3,1617509519.9999998,4,6470038079.999999
20.9,3,943509599.9999999,4,3774038399.9999995
42.41,3,1914557039.9999998,4,7658228159.999999
21.63,3,976464720.0,4,3905858880.0
45.69,3,2062629360.0,4,8250517440.0
45.74,3,2064886560.0,4,8259546240.0
39.86,3,1799439839.9999998,4,7197759359.999999
34.54,3,1559273760.0,4,6237095040.0
40.3,3,1819303199.9999998,4,7277212799.999999
11.72,3,529087680.00000006,4,2116350720.0000002
41.38,3,1868058720.0,4,7472234880.0
49.49,3,2234176560.0,4,8936706240.0
48.34,3,2182260960.0000005,4,8729043840.000002
16.7,3,753904800.0,4,3015619200.0
47.86,3,2160591840.0,4,8642367360.0
44.6,3,2013422400.0,4,8053689600.0
19.73,3,890691120.0,4,3562764480.0
47.3,3,2135311200.0,4,8541244800.0
23.29,3,1051403759.9999999,4,4205615039.9999995
47.17,3,2129442480.0000002,4,8517769920.000001
46.65,3,2105967600.0,4,8423870400.0
46.03,3,2077978320.0000002,4,8311913280.000001
32.47,3,1465825680.0,4,5863302720.0
36.54,3,1649561760.0,4,6598247040.0
30.11,3,1359285839.9999998,4,5437143359.999999
45.59,3,2058114960.0000002,4,8232459840.000001
37.12,3,1675745280.0,4,6702981120.0
47.97,3,2165557679.9999995,4,8662230719.999998
25.89,3,1168778160.0000002,4,4675112640.000001
39.5,3,1783188000.0,4,7132752000.0
38.92,3,1757004480.0000002,4,7028017920.000001
20.37,3,919583280.0000001,4,3678333120.0000005
39.08,3,1764227519.9999998,4,7056910079.999999
45.1,3,2035994400.0,4,8143977600.0
48.93,3,2208895920.0,4,8835583680.0
18.09,3,816654960.0,4,3266619840.0
38.57,3,1741204080.0,4,6964816320.0
47.41,3,2140277039.9999998,4,8561108159.999999
24.55,3,1108285200.0,4,4433140800.0
15.65,3,706503600.0,4,2826014400.0
48.91,3,2207993039.9999995,4,8831972159.999998
43.67,3,1971438480.0000002,4,7885753920.000001
12.57,3,567460080.0000001,4,2269840320.0000005
40.62,3,1833749280.0,4,7334997120.0
15.96,3,720498240.0000001,4,2881992960.0000005
35.95,3,1622926800.0000002,4,6491707200.000001
22.13,3,999036720.0,4,3996146880.0
27.87,3,1258163280.0,4,5032653120.0
17.97,3,811237680.0,4,3244950720.0
37.41,3,1688837039.9999998,4,6755348159.999999
43.87,3,1980467279.9999998,4,7921869119.999999
40.45,3,1826074800.0000002,4,7304299200.000001
37.62,3,1698317280.0,4,6793269120.0
44.99,3,2031028560.0,4,8124114240.0
19.7,3,889336800.0,4,3557347200.0
46.08,3,2080235519.9999998,4,8320942079.999999
21.26,3,959761440.0000001,4,3839045760.0000005
11.01,3,497035440.0,4,1988141760.0
41.51,3,1873927439.9999998,4,7495709759.999999
13.5,3,609444000.0,4,2437776000.0
48.08,3,2170523520.0,4,8682094080.0
49.85,3,2250428400.0,4,9001713600.0
17.55,3,792277200.0,4,3169108800.0
26.9,3,1214373600.0,4,4857494400.0
37.16,3,1677551039.9999998,4,6710204159.999999
16.9,3,762933599.9999999,4,3051734399.9999995
40.94,3,1848195360.0,4,7392781440.0
48.75,3,2200770000.0,4,8803080000.0
21.02,3,948926880.0,4,3795707520.0
45.55,3,2056309200.0,4,8225236800.0
39.82,3,1797634080.0,4,7190536320.0
11.08,3,500195520.00000006,4,2000782080.0000002
37.01,3,1670779439.9999998,4,6683117759.999999
47.81,3,2158334640.0,4,8633338560.0
47.82,3,2158786080.0,4,8635144320.0
46.51,3,2099647440.0,4,8398589760.0
48.93,3,2208895920.0,4,8835583680.0
40.69,3,1836909360.0,4,7347637440.0
17.41,3,785957040.0,4,3143828160.0
34.42,3,1553856480.0000002,4,6215425920.000001
29.37,3,1325879280.0,4,5303517120.0
25.48,3,1150269120.0,4,4601076480.0
12.37,3,558431280.0,4,2233725120.0
42.61,3,1923585840.0,4,7694343360.0
23.78,3,1073524320.0,4,4294097280.0
34.59,3,1561530960.0000002,4,6246123840.000001
21.82,3,985042080.0,4,3940168320.0
30.62,3,1382309280.0,4,5529237120.0
16.16,3,729527040.0,4,2918108160.0
45.18,3,2039605919.9999998,4,8158423679.999999
18.75,3,846450000.0,4,3385800000.0
41.11,3,1855869839.9999998,4,7423479359.999999
33.64,3,1518644160.0000002,4,6074576640.000001
44.32,3,2000782080.0000002,4,8003128320.000001
11.22,3,506515680.00000006,4,2026062720.0000002
22.23,3,1003551120.0,4,4014204480.0
48.93,3,2208895920.0,4,8835583680.0
44.44,3,2006199360.0,4,8024797440.0
26.52,3,1197218880.0,4,4788875520.0
30.24,3,1365154560.0,4,5460618240.0
47.35,3,2137568400.0,4,8550273600.0
49.83,3,2249525520.0,4,8998102080.0
11.43,3,515995919.99999994,4,2063983679.9999998
16.63,3,750744719.9999999,4,3002978879.9999995
49.21,3,2221536240.0,4,8886144960.0
12.99,3,586420560.0,4,2345682240.0
48.46,3,2187678240.0,4,8750712960.0
36.7,3,1656784800.0000002,4,6627139200.000001
41.96,3,1894242240.0,4,7576968960.0
37.41,3,1688837039.9999998,4,6755348159.999999
21.42,3,966984480.0000001,4,3867937920.0000005
19.91,3,898817040.0,4,3595268160.0
10.55,3,476269200.0,4,1905076800.0
43.02,3,1942094880.0000002,4,7768379520.000001
28.96,3,1307370240.0,4,5229480960.0
22.29,3,1006259759.9999999,4,4025039039.9999995
32.95,3,1487494800.0000002,4,5949979200.000001
15.72,3,709663680.0000001,4,2838654720.0000005
34.71,3,1566948240.0,4,6267792960.0
23.72,3,1070815680.0,4,4283262720.0
46.79,3,2112287760.0,4,8449151040.0
38.38,3,1732626720.0,4,6930506880.0
20.23,3,913263120.0,4,3653052480.0
32.12,3,1450025280.0,4,5800101120.0
40.74,3,1839166560.0000002,4,7356666240.000001
44.46,3,2007102240.0,4,8028408960.0
16.72,3,754807680.0,4,3019230720.0
47.1,3,2126282400.0,4,8505129600.0
46.32,3,2091070080.0000002,4,8364280320.000001
22.97,3,1036957680.0,4,4147830720.0
48.32,3,2181358080.0,4,8725432320.0
18.2,3,821620800.0,4,3286483200.0
14.17,3,639690480.0,4,2558761920.0
25.09,3,1132662960.0,4,4530651840.0
27.11,3,1223853839.9999998,4,4895415359.999999
24.75,3,1117314000.0,4,4469256000.0
25.97,3,1172389680.0,4,4689558720.0
47.55,3,2146597200.0,4,8586388800.0
38.92,3,1757004480.0000002,4,7028017920.000001
22.42,3,1012128480.0000001,4,4048513920.0000005
20.87,3,942155280.0000001,4,3768621120.0000005
48.08,3,2170523520.0,4,8682094080.0
49.58,3,2238239520.0,4,8952958080.0
26.21,3,1183224240.0,4,4732896960.0
12.16,3,548951040.0,4,2195804160.0
30.56,3,1379600639.9999998,4,5518402559.999999
19.54,3,882113759.9999999,4,3528455039.9999995
33.97,3,1533541680.0,4,6134166720.0
14.21,3,641496240.0000001,4,2565984960.0000005
14.99,3,676708560.0,4,2706834240.0
25.74,3,1162006560.0,4,4648026240.0
29.11,3,1314141839.9999998,4,5256567359.999999
19.18,3,865861919.9999999,4,3463447679.9999995
29.26,3,1320913440.0,4,5283653760.0
14.74,3,665422560.0,4,2661690240.0
48.82,3,2203930080.0,4,8815720320.0
26.79,3,1209407760.0,4,4837631040.0
11.54,3,520961759.99999994,4,2083847039.9999998
31.11,3,1404429839.9999998,4,5617719359.999999
38.25,3,1726758000.0,4,6907032000.0
46.79,3,2112287760.0,4,8449151040.0
35.21,3,1589520240.0,4,6358080960.0
31.95,3,1442350800.0,4,5769403200.0
31.98,3,1443705120.0,4,5774820480.0
19.76,3,892045440.0000001,4,3568181760.0000005
49.11,3,2217021840.0,4,8868087360.0
36.77,3,1659944880.0000002,4,6639779520.000001
22.4,3,1011225600.0,4,4044902400.0
40.14,3,1812080160.0000002,4,7248320640.000001
28.85,3,1302404400.0,4,5209617600.0
47.58,3,2147951520.0,4,8591806080.0
49.43,3,2231467920.0,4,8925871680.0
43.83,3,1978661519.9999998,4,7914646079.999999
20.17,3,910554480.0000001,4,3642217920.0000005
16.38,3,739458719.9999999,4,2957834879.9999995
28.15,3,1270803600.0,4,5083214400.0
26.13,3,1179612720.0,4,4718450880.0
46.65,3,2105967600.0,4,8423870400.0
45.23,3,2041863119.9999998,4,8167452479.999999
41.69,3,1882053360.0,4,7528213440.0
38.58,3,1741655519.9999998,4,6966622079.999999
46.29,3,2089715760.0,4,8358863040.0
30.52,3,1377794880.0,4,5511179520.0
49.72,3,2244559679.9999995,4,8978238719.999998
38.99,3,1760164560.0000002,4,7040658240.000001
38.2,3,1724500800.0000002,4,6898003200.000001
29.22,3,1319107680.0,4,5276430720.0
28.96,3,1307370240.0,4,5229480960.0
46.85,3,2114996400.0,4,8459985600.0
27.99,3,1263580560.0,4,5054322240.0
31.2,3,1408492800.0,4,5633971200.0
49.75,3,2245914000.0,4,8983656000.0
37.73,3,1703283119.9999998,4,6813132479.999999
38.35,3,1731272400.0,4,6925089600.0
46.99,3,2121316560.0,4,8485266240.0
45.11,3,2036445840.0,4,8145783360.0
42.6,3,1923134400.0,4,7692537600.0
21.18,3,956149920.0,4,3824599680.0
36.97,3,1668973680.0,4,6675894720.0
35.43,3,1599451920.0,4,6397807680.0
46.2,3,2085652800.0,4,8342611200.0
11.04,3,498389759.99999994,4,1993559039.9999998
17.19,3,776025360.0,4,3104101440.0
36.44,3,1645047360.0,4,6580189440.0
49.73,3,2245011120.0,4,8980044480.0
38.34,3,1730820960.0000002,4,6923283840.000001
49.0,3,2212056000.0,4,8848224000.0
26.31,3,1187738639.9999998,4,4750954559.999999
23.25,3,1049598000.0,4,4198392000.0
23.23,3,1048695120.0,4,4194780480.0
46.98,3,2120865119.9999998,4,8483460479.999999
23.89,3,1078490160.0000002,4,4313960640.000001
37.58,3,1696511519.9999998,4,6786046079.999999
44.48,3,2008005119.9999998,4,8032020479.999999
17.31,3,781442640.0,4,3125770560.0
41.12,3,1856321280.0,4,7425285120.0
46.07,3,2079784080.0000002,4,8319136320.000001
17.17,3,775122480.0000001,4,3100489920.0000005
15.76,3,711469440.0,4,2845877760.0
40.85,3,1844132400.0,4,7376529600.0
47.92,3,2163300480.0,4,8653201920.0
23.2,3,1047340800.0,4,4189363200.0
45.1,3,2035994400.0,4,8143977600.0
19.56,3,883016640.0,4,3532066560.0
